,transaction_id,account_id,transaction_time,transaction_type,balance,transaction_amount,location,source_conf,is_fraud
41,6038210189,99236999,1069407230.0,payment,4507.54,2992.0,US,0.9368341905330224,False
42,1007557655,57736045,1028141143.0,withdrawal,57758.91,3964.39,FRA,N/A,True
43,5978556090,91656576,1086218421.0,deposit,31705.06,1857.0,US,N/A,False
44,6111266918,53098107,1076681316.0,payment,40504.6,1300.0,FRA,0.48604183778255466,True
45,6387053353,69381779,1022042597.0,withdrawal,78592.85,4209.14,CHN,N/A,True
46,9180681055,93081845,1051132889.0,transfer,72763.58,4125.0,US,N/A,False
47,3847322714,93511354,1066356682.0,transfer,43815.72,2721.98,US,N/A,False
48,8474084388,12613367,1005995751.0,withdrawal,23000.48,2569.32,CAN,N/A,True
49,3994139766,75897788,1032426338.0,payment,4069.32,4069.0,FRA,0.10732975384525477,True
50,7020607224,77676174,1021546060.0,deposit,82136.27,2448.43,US,N/A,False
51,7818226023,57410872,1050309670.0,payment,84980.22,2123.85,US,0.9390380664950714,False
52,3578842926,63634002,1084473474.0,withdrawal,10330.78,2156.0,ITA,N/A,True
53,8624788060,17589881,1017894188.0,deposit,16811.74,5340.76,KOR,N/A,False
54,1018930707,73480823,1062504804.0,withdrawal,49359.36,5056.93,MEX,N/A,True
55,3042743141,58355460,1020974934.0,transfer,41152.55,1878.21,US,N/A,False
56,8801240067,10227521,1055004436.0,payment,26206.92,499.0,US,0.9336695964152996,False
57,5344025998,69251424,1056433907.0,withdrawal,14070.3,4042.0,KOR,N/A,True
58,4355316439,28177529,1015122043.0,withdrawal,89474.11,726.81,US,N/A,False
59,2070291201,77331737,1008533228.0,withdrawal,17783.93,4340.0,ITA,N/A,True
60,6832313625,51118982,1029857280.0,withdrawal,70114.26,3694.0,KOR,N/A,True
61,4485787471,63597471,1043293928.0,withdrawal,67543.86,5540.73,KOR,N/A,True
62,3867317025,78169082,1058639881.0,payment,10818.36,869.0,US,0.9813582647111718,False
63,9670140756,17517268,1055360176.0,payment,20562.0,1289.44,US,0.9405403961252177,False
64,3173733536,81667635,1083819701.0,withdrawal,92351.88,588.44,US,N/A,False
65,1691670892,46858750,1001184170.0,deposit,94405.5,3891.0,US,N/A,False
66,8607859820,94916279,1024122384.0,payment,36947.21,3102.47,US,0.9591105934801496,False
67,1862910260,67084577,1047963776.0,payment,55739.77,286.95,US,0.9114574438085609,False
68,3252393413,84064269,1017337044.0,payment,91610.83,4380.0,RUS,0.12662911746769365,True
69,4336353989,66478897,1002654931.0,deposit,37832.14,4698.08,US,N/A,False
70,5252738078,10048855,1040163907.0,withdrawal,57970.43,4648.0,KOR,N/A,True
71,2092848654,56784805,1078230909.0,withdrawal,56124.49,3401.92,RUS,N/A,True
72,4406570041,36275163,1072157283.0,withdrawal,62232.84,3387.0,JPN,N/A,True
73,5607754812,22813804,1099580553.0,deposit,19413.81,5376.49,US,N/A,False
74,5605937856,92912126,1097299401.0,payment,38251.59,2042.51,US,0.9983282695928186,False
75,7928199612,75898268,1024563852.0,withdrawal,94331.74,427.0,US,N/A,False
76,3967380804,17659048,1027262180.0,payment,95633.36,2109.76,US,0.9763761153364985,False
77,2927468029,39604323,1005033033.0,withdrawal,11751.26,5786.93,MEX,N/A,True
78,1647926478,85836557,1039590789.0,withdrawal,91892.62,3619.49,FRA,N/A,True
79,7515841017,13897983,1069524662.0,payment,8741.68,3472.0,US,0.9594256771891895,False
80,2640201749,50138855,1052150684.0,payment,46270.85,4747.0,US,0.9068836310423519,False
81,9449482499,16312174,1003721330.0,withdrawal,45125.89,244.0,US,N/A,False
82,4485525513,48444075,1051806095.0,payment,85215.07,1332.0,US,0.9252593349263397,False
83,4622625634,66129276,1005602812.0,withdrawal,9421.61,4351.0,RUS,N/A,True
84,6493971357,50932588,1015082145.0,payment,75732.55,2531.0,US,0.9701172902569288,False
85,3762465241,53803417,1058948576.0,payment,67631.11,4670.41,IND,0.05240132001477492,True
86,2770112062,79975445,1057163042.0,withdrawal,97564.25,2722.0,FRA,N/A,True
87,8183030462,24753079,1047093805.0,withdrawal,53508.3,2185.0,CAN,N/A,True
88,2556008617,99089579,1052368598.0,payment,18254.97,1160.0,ITA,0.44762077443519743,True
89,1742358416,68619873,1044415608.0,withdrawal,32251.69,4857.35,CAN,N/A,True
90,1874656479,69243360,1029102541.0,withdrawal,13459.14,4778.58,FRA,N/A,True
91,7414815359,36971038,1080019708.0,payment,14621.17,585.88,US,0.9793356309309661,False
92,6861762567,11063908,1083039175.0,payment,44644.29,1933.0,US,0.9824569224118169,False
93,5877540097,68820657,1005577614.0,transfer,8141.43,5775.26,US,N/A,False
94,4345591178,73193828,1093284470.0,deposit,91551.1,1053.83,IND,N/A,False
95,8905153777,17252650,1075072519.0,withdrawal,32795.37,3729.28,FRA,N/A,True
96,9106457464,22476889,1082309192.0,deposit,18003.25,771.0,US,N/A,False
97,6061879301,27620884,1037250529.0,withdrawal,28701.05,5181.2,CAN,N/A,True
98,5239234778,16548389,1090284926.0,payment,27633.37,3139.75,US,0.9213256072140763,False
99,2012840785,47216687,1086373916.0,withdrawal,26063.43,2006.0,KOR,N/A,True
100,2887617378,84293379,1076855597.0,withdrawal,7824.92,5562.0,RUS,N/A,True
101,2993131770,38754500,1088226260.0,payment,96905.59,1519.0,US,0.9380089876429096,False
102,9954117542,27731586,1047787870.0,withdrawal,53602.98,254.0,US,N/A,False
103,7711441622,27395441,1081956842.0,withdrawal,46261.73,4301.6,RUS,N/A,True
104,9538980864,62564872,1061074219.0,deposit,7848.12,4212.8,US,N/A,False
105,9122198214,21961544,1080490621.0,withdrawal,22583.74,4209.0,CAN,N/A,True
106,1532782673,97105183,1069925148.0,withdrawal,65228.76,668.0,US,N/A,False
107,8218436892,13337876,1095010934.0,withdrawal,15673.35,4456.86,ENG,N/A,True
108,2418199469,43500246,1060413206.0,payment,13275.01,1247.04,US,0.9479469427018821,False
109,6454136526,58829097,1032840634.0,transfer,12315.24,5694.0,US,N/A,False
110,2005389779,98459033,1029833448.0,payment,62029.93,4910.0,ENG,0.24516743440898578,True
111,9261745579,13321453,1057996709.0,payment,65957.44,1338.0,US,0.9120590590161918,False
112,5847606498,31345387,1055500021.0,payment,74039.2,3678.0,US,0.9629090962649588,False
113,2763456002,37082593,1028129283.0,withdrawal,38097.67,3485.0,ENG,N/A,True
114,6858462843,24485731,1020300680.0,withdrawal,95673.49,5026.0,CHN,N/A,True
115,9489896333,76942306,1006524537.0,payment,64231.61,857.89,US,0.9148692663571144,False
116,6171414000,54337018,1033437796.0,withdrawal,1744.73,1744.5,JPN,N/A,True
117,8084397040,91609437,1088960082.0,withdrawal,80384.58,5179.0,ITA,N/A,True
118,5999921667,27591342,1072741792.0,payment,23601.95,3183.54,US,0.9512604572818923,False
119,3441235778,61443706,1039338127.0,withdrawal,78205.79,2967.85,RUS,N/A,True
120,1594022526,62612197,1066313538.0,withdrawal,16459.5,5054.6,FRA,N/A,True
121,7728582137,33459116,1010892082.0,withdrawal,89616.26,2630.03,FRA,N/A,True
122,1470396121,66352034,1055987447.0,withdrawal,29226.78,556.0,KOR,N/A,False
123,9763607061,37641850,1050154816.0,withdrawal,30643.04,2721.0,FRA,N/A,True
124,2187160133,60241510,1094142369.0,deposit,62731.4,831.0,US,N/A,False
125,9864614604,17691222,1005754588.0,payment,42773.95,227.02,KOR,0.9146036011594215,False
126,1084515948,13310994,1056201199.0,payment,35727.42,172.0,US,0.9694522636362589,False
127,6311676659,22036161,1010774414.0,payment,39429.84,500.0,ITA,0.9932018896840518,False
128,2630597836,10998659,1099581653.0,payment,62136.99,3941.0,US,0.9554195110992504,False
129,4798265175,29179968,1043092847.0,payment,82611.89,4752.0,US,0.9180463717754137,False
130,5511019265,77896601,1044992149.0,deposit,17768.29,5940.62,US,N/A,False
131,6543103224,83314345,1040982013.0,payment,14458.45,2024.11,US,0.9969567801737582,False
132,3213453275,41600494,1037681676.0,withdrawal,47565.65,5116.0,ITA,N/A,True
133,3242742993,76444959,1098975132.0,deposit,28976.43,1056.57,US,N/A,False
134,6441104089,35622031,1087207999.0,payment,9512.45,4270.14,IND,0.24979345606556871,True
135,6544150186,49465766,1020097298.0,payment,77400.5,1340.0,KOR,0.23025284264116005,True
136,7403989290,18259127,1098859080.0,withdrawal,49490.34,2804.35,KOR,N/A,True
137,9750057072,70933352,1099442216.0,withdrawal,51884.1,5818.58,JPN,N/A,True
138,3938205155,91667096,1038061657.0,payment,15547.06,3080.0,CHN,0.11356181910048917,True
139,1046577822,91897565,1009745346.0,payment,64877.51,2464.0,US,0.9211685767394576,False
140,4304311704,74299419,1050116792.0,payment,14238.66,3032.06,US,0.9870249068524162,False
141,2764382304,79637710,1035063610.0,transfer,37241.92,4476.0,CHN,N/A,False
142,1853740841,45151057,1069044293.0,withdrawal,12275.55,2603.2,RUS,N/A,True
143,6874701802,26636457,1049540937.0,withdrawal,56891.55,5617.0,FRA,N/A,True
144,6846068725,99631077,1093796020.0,withdrawal,72090.98,890.17,US,N/A,False
145,9827144254,59576841,1034524434.0,deposit,34673.63,1200.0,US,N/A,False
146,7507425535,82183205,1072906870.0,withdrawal,32539.85,3312.0,CAN,N/A,True
147,8277898582,60080934,1098615166.0,withdrawal,77984.84,4548.0,RUS,N/A,True
148,4593922177,66312244,1008224222.0,payment,78128.16,3289.0,US,0.9499937452703253,False
149,5013008086,70313518,1012286674.0,deposit,60239.62,5904.42,US,N/A,False
150,6273664356,38631345,1001022662.0,transfer,91173.18,771.36,US,N/A,False
151,4957028010,56332971,1015407067.0,transfer,80968.46,1293.98,US,N/A,False
152,4978848076,58114617,1063219233.0,withdrawal,63101.45,3495.32,RUS,N/A,True
153,4236952118,58369622,1048097448.0,payment,58599.22,1795.0,US,0.975754613473116,False
154,9113474288,20902770,1013286315.0,payment,56046.13,528.0,US,0.9238554268081822,False
155,8923475543,91562301,1011161301.0,withdrawal,31716.19,2577.28,CAN,N/A,True
156,7666287031,26748442,1036455882.0,payment,86886.53,3510.0,ENG,0.4230198095369749,True
157,6375287366,24842837,1031767855.0,payment,94008.68,2630.0,RUS,0.26500618829010436,True
158,1704048277,81190130,1025926297.0,withdrawal,20367.4,2374.0,FRA,N/A,True
159,1584785740,65701403,1046776126.0,payment,53522.4,2548.0,US,0.91010360268281,False
160,9213379465,44538762,1051330609.0,withdrawal,26667.98,4332.0,JPN,N/A,True
161,9700447103,22212203,1015793306.0,withdrawal,64615.85,385.0,US,N/A,False
162,1932942478,44100893,1009251674.0,withdrawal,31024.09,2440.0,CAN,N/A,True
163,8078052352,30957408,1008112846.0,withdrawal,66718.27,4631.18,RUS,N/A,True
164,9542290663,47974749,1085368221.0,payment,39307.07,2204.65,US,0.9519505960302248,False
165,2341460903,26433915,1071976735.0,payment,61538.57,3221.43,US,0.9906638278794464,False
166,8883608090,72588770,1085838221.0,withdrawal,37124.27,3326.0,MEX,N/A,True
167,2195305651,36969575,1088853525.0,payment,12478.7,2281.92,US,0.93121230981254,False
168,5734107633,25903355,1066982249.0,withdrawal,6147.65,2238.0,CAN,N/A,True
169,7371578635,29582761,1025880395.0,payment,1373.93,1373.24,MEX,0.2755450433688187,True
170,8094533764,28357262,1050481582.0,withdrawal,81812.95,3639.0,IND,N/A,True
171,1367622336,65776530,1091507622.0,payment,78105.64,1710.0,US,0.9269694853479223,False
172,6002671028,63588976,1067367060.0,withdrawal,21436.03,2110.0,ENG,N/A,True
173,6806746983,39456891,1092973864.0,payment,96244.91,4569.55,US,0.965559780358421,False
174,3553945806,14443990,1092428884.0,withdrawal,3319.14,2190.96,RUS,N/A,True
175,1565433150,25097923,1042521005.0,payment,36830.16,2442.0,US,0.9831293208699353,False
176,2214271905,20802116,1099436536.0,withdrawal,64209.77,626.0,US,N/A,False
177,2346856509,55673970,1068474571.0,withdrawal,39703.0,5383.26,ITA,N/A,True
178,9792481741,58955951,1014585956.0,interest,98077.94,0.16,N/A,N/A,False
179,9649793193,67294542,1074902664.0,withdrawal,67683.39,2927.62,CHN,N/A,True
180,2373715209,12326711,1052502907.0,deposit,41548.65,402.97,US,N/A,False
181,3626741044,52649069,1036376773.0,withdrawal,21383.15,5030.0,MEX,N/A,True
182,7970688501,23076680,1007342894.0,payment,43350.66,3030.89,US,0.9484053525480518,False
183,3957061587,32449957,1054519831.0,withdrawal,64061.26,4366.05,RUS,N/A,True
184,1049099938,86302771,1039864641.0,payment,60872.57,3687.0,US,0.9189747557548654,False
185,3397236313,87662805,1061986076.0,deposit,9575.4,954.0,US,N/A,False
186,1274365626,96232762,1019520500.0,withdrawal,3917.57,3917.0,CHN,N/A,True
187,6724129831,85216454,1055735689.0,transfer,2855.08,3537.87,US,N/A,False
188,1957081450,38893140,1060387216.0,withdrawal,91099.1,3995.3,KOR,N/A,True
189,2990379257,51708814,1004222351.0,withdrawal,3935.09,2703.0,FRA,N/A,True
190,3112214303,97567513,1033147829.0,deposit,67150.72,2496.0,US,N/A,False
191,4421638467,21205050,1061562269.0,withdrawal,16516.4,4904.0,IND,N/A,True
192,3273087738,76741627,1058755976.0,payment,19468.43,1797.0,US,0.9495493941267874,False
193,2119251591,58852725,1064741841.0,withdrawal,32986.79,305.49,US,N/A,False
194,9882495007,23946346,1025742840.0,withdrawal,20270.2,5350.0,FRA,N/A,True
195,4606953948,77731006,1022414550.0,withdrawal,79356.2,2252.95,CAN,N/A,True
196,2387556521,58476961,1057391697.0,payment,33508.69,1242.89,US,0.9316201027866485,False
197,1326538401,62284510,1014147775.0,withdrawal,20463.67,2436.0,ENG,N/A,True
198,1846427827,18540384,1012234350.0,withdrawal,70988.25,4256.61,ENG,N/A,True
199,6491554601,94674019,1078640180.0,deposit,69362.47,4468.0,US,N/A,False
200,2441472256,38869807,1049125398.0,withdrawal,90072.41,847.86,US,N/A,False
201,8103461779,33075795,1059899880.0,withdrawal,32347.55,3995.0,CAN,N/A,True
202,3532155252,94548215,1065266431.0,deposit,22874.55,1119.23,US,N/A,False
203,4078881053,80050418,1058122509.0,withdrawal,45093.87,5987.48,ENG,N/A,True
204,9072959504,54661695,1023916448.0,withdrawal,8671.17,4946.99,CAN,N/A,True
205,2039631557,16466771,1030528825.0,transfer,16494.61,777.0,US,N/A,False
206,4000242766,70054555,1080523646.0,transfer,24765.09,1425.0,US,N/A,False
207,2451390494,70350125,1047921103.0,deposit,51343.35,3063.04,US,N/A,False
208,5591863499,46555501,1010356297.0,deposit,32353.39,4149.37,US,N/A,False
209,2266222709,44665347,1060102839.0,payment,86852.73,3798.67,US,0.9048383195736119,False
210,9056962237,78513807,1005735876.0,withdrawal,85305.38,3411.44,CHN,N/A,True
211,8903829467,37765704,1044461333.0,withdrawal,98323.58,5334.15,CHN,N/A,True
212,6598027336,80586670,1022692580.0,payment,9062.94,844.6,ENG,0.9024234330544997,False
213,1089751747,66456394,1085844606.0,withdrawal,61024.99,4191.0,ENG,N/A,True
214,2940442174,62972352,1001753466.0,withdrawal,13027.79,2352.53,ITA,N/A,True
215,4573258421,42536338,1039783424.0,payment,57400.59,3463.0,US,0.9544439914022853,False
216,3174384071,76874143,1024908552.0,interest,67833.92,0.11,N/A,N/A,False
217,4337012405,49003692,1037625426.0,payment,66199.97,1908.65,US,0.9476045768976941,False
218,7568021292,88874310,1027678011.0,withdrawal,66547.75,3872.0,ITA,N/A,True
219,2194853175,66269502,1067409003.0,deposit,91553.77,2646.0,US,N/A,False
220,1425627833,86833271,1031632084.0,withdrawal,39393.55,5178.0,CHN,N/A,True
221,4533601230,46583654,1016833291.0,deposit,89560.24,3228.0,US,N/A,False
222,6870316185,48728558,1048305695.0,payment,52002.57,4138.04,US,0.9706303166334281,False
223,2030765112,66340142,1098735158.0,withdrawal,44669.8,3537.71,IND,N/A,True
224,4831574050,10959077,1081263308.0,payment,58118.03,1724.0,US,0.9855439681826414,False
225,7491425110,92961289,1052568028.0,payment,44553.12,4630.09,RUS,0.3519171562149487,True
226,8910605068,99967850,1097101512.0,payment,7000.13,1700.0,IND,0.20836432027343502,True
227,1855919347,96883453,1094548396.0,withdrawal,44856.96,5643.45,KOR,N/A,True
228,8427660699,36770208,1037723621.0,withdrawal,62574.5,4493.0,KOR,N/A,True
229,7810289550,58506028,1057241597.0,withdrawal,19533.79,2305.97,ITA,N/A,True
230,9604867120,60800338,1000468208.0,payment,49837.24,3198.98,US,0.9726490946354363,False
231,9623470659,62495678,1004935437.0,payment,44424.35,3260.0,KOR,0.10269639515113536,True
232,2607962705,30470226,1091287822.0,payment,11380.52,4662.0,US,0.9872790367952563,False
233,9278600620,71009961,1051820996.0,deposit,25474.1,4755.0,US,N/A,False
234,5540022052,52174631,1063734092.0,payment,4889.85,3609.0,US,0.9318962249352887,False
235,2959805480,56936125,1027318310.0,deposit,46481.8,1407.0,US,N/A,False
236,5425259171,88575621,1006828510.0,withdrawal,61799.61,3747.0,MEX,N/A,True
237,2421204703,92148581,1016998616.0,payment,92722.43,4590.0,RUS,0.32891066462478014,True
238,1018778546,24512117,1028742136.0,deposit,97687.94,672.75,US,N/A,False
239,2157816181,11810605,1051694024.0,withdrawal,54601.7,5112.0,MEX,N/A,True
240,1180015360,57290568,1060625552.0,payment,86644.39,4480.43,CHN,0.23243270782791745,True
241,7786555208,18505700,1084519628.0,withdrawal,83481.66,3607.31,CAN,N/A,True
242,9608144478,45343169,1029520026.0,payment,54615.59,1412.86,US,0.9526121285181339,False
243,1485291903,61170051,1013356471.0,withdrawal,29357.43,4152.54,KOR,N/A,True
244,2500081314,20980767,1052943572.0,payment,82420.48,3905.89,US,0.9740955341923867,False
245,3939860722,54324255,1006367293.0,payment,39490.37,1530.74,CHN,0.09030186095558672,True
246,1873481662,65792591,1048684521.0,withdrawal,27811.98,5345.0,FRA,N/A,True
247,7037793664,70706304,1023716811.0,payment,56648.53,2509.0,US,0.907385446417006,False
248,4595669819,90573827,1007676230.0,payment,68074.68,1139.67,US,0.9969365480663754,False
249,1865205482,47357948,1052557962.0,withdrawal,99961.51,5883.0,JPN,N/A,True
250,4570629244,73536443,1046577885.0,withdrawal,43205.49,2669.0,FRA,N/A,True
251,7863195800,57534955,1050663167.0,withdrawal,15778.78,478.0,US,N/A,False
252,7271316843,35885748,1073875194.0,withdrawal,51690.58,3191.68,CAN,N/A,True
253,7437793317,64981039,1058207611.0,withdrawal,52018.17,2255.15,ITA,N/A,True
254,6837044805,39407184,1081091591.0,withdrawal,33926.08,4557.0,ENG,N/A,True
255,6121728229,48167939,1097524780.0,withdrawal,4995.96,297.7,US,N/A,False
256,6031020283,84166781,1054876153.0,payment,82746.74,470.92,RUS,0.9068531448200481,False
257,5561439199,79467390,1091003195.0,withdrawal,86669.61,4201.0,ENG,N/A,True
258,5872163052,14526599,1021548484.0,deposit,8371.8,5751.42,US,N/A,False
259,8797553822,49018903,1061184298.0,withdrawal,24798.39,3072.04,IND,N/A,True
260,4616803444,24242605,1092423400.0,deposit,89431.74,1485.0,US,N/A,False
261,4819057933,43673069,1005825508.0,payment,13130.41,972.15,US,0.9383811175148619,False
262,7893466568,14188019,1023047089.0,withdrawal,16001.95,5111.0,CHN,N/A,True
263,1662963438,65926802,1001509063.0,payment,91538.59,4900.0,RUS,0.20034516837641217,True
264,2226744380,54342874,1072321970.0,payment,87963.31,4370.98,CAN,0.43275451392684444,True
265,8778807020,47252465,1027902139.0,withdrawal,97367.77,4013.79,ITA,N/A,True
266,3760208880,31137629,1000885542.0,withdrawal,90092.28,4590.12,FRA,N/A,True
267,8181397977,54483064,1054417604.0,withdrawal,27710.08,5481.05,FRA,N/A,True
268,6066628235,70581867,1070851375.0,payment,4847.12,1010.0,ENG,0.3744360912368411,True
269,9452263752,16695422,1075958368.0,payment,88954.55,4360.0,IND,0.5123267482124022,True
270,8588638655,32404592,1024403352.0,payment,2761.78,2761.56,US,0.961052449182879,False
271,7931950807,12127579,1000249785.0,deposit,96894.26,2022.0,US,N/A,False
272,8381540820,42638156,1095828380.0,deposit,51533.29,4629.9,US,N/A,False
273,2576910165,11670879,1028794188.0,transfer,36055.84,4665.0,US,N/A,False
274,4178702221,57675626,1004303198.0,payment,46935.29,1805.0,US,0.9841440152170553,False
275,1688065798,89462102,1094838861.0,withdrawal,80696.68,2544.0,ENG,N/A,True
276,5190768227,27564138,1091519189.0,payment,63468.78,1890.0,US,0.9093932709996279,False
277,5670970128,16786640,1030978454.0,withdrawal,83207.53,4744.08,ENG,N/A,True
278,5407646671,56690052,1002450205.0,withdrawal,54879.06,3201.15,RUS,N/A,True
279,4970232344,56419006,1029037361.0,withdrawal,48994.6,3092.81,IND,N/A,True
280,4237460786,33868889,1013488365.0,deposit,45435.35,3645.0,US,N/A,False
281,8604604715,24669768,1017156064.0,withdrawal,87274.47,381.0,US,N/A,False
282,1737707724,53689809,1029036152.0,withdrawal,79285.0,850.0,US,N/A,False
283,1744933135,27607746,1089671754.0,deposit,55423.81,1155.0,US,N/A,False
284,4749854177,81867107,1030797117.0,payment,69925.46,476.0,US,0.9228775354888167,False
285,5202841330,86776211,1059914737.0,payment,33350.78,3000.15,RUS,0.3698419440992289,True
286,8564041193,92236917,1023711095.0,withdrawal,8339.05,2504.0,ITA,N/A,True
287,7457528539,17145212,1096289143.0,withdrawal,45080.82,5347.94,KOR,N/A,True
288,3003932467,61971543,1016486699.0,deposit,55940.92,4866.69,US,N/A,False
289,1253643608,22472413,1062288699.0,payment,53463.01,4175.0,US,0.9262845775402408,False
290,6982419239,61728707,1014528561.0,withdrawal,65586.81,5376.9,ENG,N/A,True
291,6130157392,66219759,1050093509.0,withdrawal,51108.84,5096.52,IND,N/A,True
292,4376975808,10387579,1086869129.0,withdrawal,7124.48,3316.0,CHN,N/A,True
293,7267768034,57536663,1084434934.0,deposit,3010.01,5475.33,US,N/A,False
294,5492769273,29348828,1058543493.0,payment,5274.64,2387.49,US,0.9934301897647185,False
295,3051795732,88504012,1071378422.0,withdrawal,54209.94,3534.62,IND,N/A,True
296,7119794362,10249818,1073581486.0,payment,26790.88,4500.58,RUS,0.24416891299619728,True
297,4308545418,40159006,1043203592.0,deposit,23747.22,4875.29,US,N/A,False
298,5267897136,96862577,1040163497.0,payment,86920.69,3677.51,JPN,0.9867609798483414,False
299,3498486706,27003315,1029428209.0,deposit,82176.18,5340.41,US,N/A,False
300,5803805610,76008875,1054420103.0,payment,92270.09,2720.43,KOR,0.2993651462911667,True
301,2277127922,77287773,1090151598.0,transfer,29903.0,3723.03,US,N/A,False
302,6253376179,31862283,1081068789.0,withdrawal,98771.05,5458.53,MEX,N/A,True
303,3735862781,78145557,1002791928.0,payment,50063.19,1596.0,US,0.9537078068471261,False
304,2386633403,33364392,1080291493.0,deposit,20082.91,612.12,US,N/A,False
305,9908345053,40372693,1018970214.0,payment,33769.87,2806.98,US,0.9604488425075876,False
306,4469353381,40529684,1004684112.0,payment,31996.37,3387.0,US,0.9668026578132236,False
307,6912748791,38173052,1053698822.0,payment,49561.59,4805.0,US,0.9289216730118832,False
308,7315495875,66299452,1044368876.0,payment,14519.63,435.1,US,0.9662665307121739,False
309,3657220068,40886708,1042176490.0,deposit,10892.29,2718.0,US,N/A,False
310,3115806759,83434763,1043293060.0,payment,89776.4,4879.79,US,0.9456556291159073,False
311,7089464100,40186814,1020630697.0,withdrawal,75309.58,471.0,JPN,N/A,False
312,1418526711,29481057,1031900611.0,withdrawal,71427.38,2780.93,JPN,N/A,True
313,1398778185,51478629,1075210166.0,deposit,66004.0,2610.0,US,N/A,False
314,1494178216,73375044,1034302624.0,withdrawal,49203.0,172.93,US,N/A,False
315,2054317927,56298961,1088376435.0,deposit,45659.29,549.92,US,N/A,False
316,8748400823,85946240,1008643405.0,deposit,50259.86,996.0,US,N/A,False
317,3754657240,48748967,1019471525.0,withdrawal,45094.16,3718.0,ITA,N/A,True
318,4868674638,21074863,1000339404.0,payment,97927.69,4824.0,US,0.9846826413443116,False
319,7441071081,38313819,1028337080.0,deposit,15528.94,2190.25,US,N/A,False
320,2598726744,99872145,1024318806.0,payment,36239.72,1150.25,ENG,0.1867610227187643,True
321,9816273755,51488258,1049066699.0,deposit,13409.35,5034.99,US,N/A,False
